Term	es	nes	pval	sidak	fdr	geneset_size	leading_edge
GOBP_MICROTUBULE_BASED_TRANSPORT	-0.455314106988383	-5.386885476678643	7.168908044974387e-08	0.0010523434601557025	9.095543218119194e-05	168	WDR35,DYNC1I2,CCDC103,TTC21A,TTC26,MAK,STK36,DNAH5,LCA5L,DYNC2LI1,TRAK2,PURA,CDC42,KIF5C,IFT122,ARMCX3,RAB21,MAPT,KIF27,MREG,SPAG17,TRAF3IP1,AP3B1,BBS12,NEK10,HSPB1,AP3S2,PCM1,DNAI1,KIF3B,SPG11,RHOT2,TTC30A,BAG3,IFT172,ARL8B,DYNC2H1,DNAH9,DLG2,SPEF2,SPA17,ACTR10,SLC9A3R1,RPGR,CLN3,CCDC39,IFT46,IFT88,TRIM58,WDR19,TTC30B,SYBU,ROPN1L,AGBL4,NME5,KIF3A,HTT,IFT27,FYCO1,CCDC40,LCA5,ARL3,FBXW11,IFT140,MAP1A,RAB27B,SNAPIN,TRAK1,IFT81,RHOT1
GOBP_RRNA_METABOLIC_PROCESS	0.41926412321178136	5.372342688365443	7.772022447838367e-08	0.0011408257442367953	9.095543218119194e-05	230	ABT1,XRN1,MPHOSPH10,PRKDC,WDR3,PWP2,POLR1B,RPS7,RPS16,PES1,UTP14A,DDX27,NOL10,RPS17,ESF1,RPP25,EBNA1BP2,WDR43,GTF3C5,DDX47,BMS1,EXOSC4,CHD7,DDX18,EXOSC5,RPS25,RPL35A,ERN2,MRPL1,DDX11,ERI1,POLR1E,IMP4,DDX49,GTPBP4,DDX10,WDR74,NOP2,LYAR,NOL11,MPHOSPH6,RCL1,RIOK1,SIRT7,WDR75,BOP1,WDR12,RRP1,RPS27,RPS19,NOP56,SLFN13,RPL5,GAR1,RRP7A,MRTO4,FBL,GEMIN4,NPM3,METTL5,URB1,NOB1,NOP10,HEATR1,LSM6,SART1,PDCD11,NSUN5P1,RPP40,RPS8,ERI3,GTF3C2,POP7,RIOK3,NCL,NOP58,MAK16,NOL9,ISG20,SUV39H1,DKC1,TRMT61B,DCAF13,RRP1B,NOLC1,PPAN,RPUSD3,TCOF1,RPUSD4,GTF3C6,TSR1,UTP6,EXOSC8,BYSL,SMARCA4,RPL7L1,EMG1,BRIX1,POP4,DDX21,MDN1,NAT10,RPS21,RPP38,EXOSC6,SMARCB1,RPF2,WDR46
GOBP_DNA_CONFORMATION_CHANGE	0.41721408875183974	5.365986477266986	8.050797428715839e-08	0.0011817218820829867	9.095543218119194e-05	236	HJURP,MCM8,TOP1MT,GINS1,SRPK1,ERN2,CHD1L,BEND3,DNA2,DDX11,TOP3B,GINS3,CDCA5,DNAJC9,ANXA1,CENPW,MCM3,CDC45,CHRAC1,ASF1A,ANP32B,MCM7,ERCC6L,RFC2,NCAPD3,RAD54L,HMGA1,MCM2,CDK1,KDM1A,PIF1,RECQL4,MCM5,NCAPG,NCAPG2,HELLS,RAD54B,CENPV,XRCC6,SOX9,MORC2,SMC4,DSCC1,PLK1,RNF8,SSBP1,POLQ,HIRA,PSME4,CHAF1B,NAA10,RAD51,NASP,RPA1,OIP5,SUV39H1,MCM4,CHMP1A,NCAPH,EZH2,WRNIP1,CHD7,NCAPH2,NUSAP1,BLM,HMGB3,NCAPD2,TSPYL5,HMGB2,DFFB,TET1,RFC4,DNMT3A,MCM6,GINS4
GOBP_MITOTIC_NUCLEAR_DIVISION	0.40733993252618944	5.3372080478223864	9.43887132898169e-08	0.0013853266454261215	9.902050229196721e-05	260	CCNB1,DLGAP5,NDC80,MAD2L1,CDC20,RCC1,SPHK1,BUB1,AURKB,KIF18B,CHEK1,DSCC1,KIF4B,NAA10,PINX1,PTTG1,SMC1B,NCAPD2,KIF14,DSN1,NUF2,CDCA8,KATNB1,ZWILCH,CENPE,CDC6,DMRT1,AURKA,MYBL2,MTBP,RAN,SMC4,KIF23,KIF15,PKMYT1,FLNA,FBXO5,MKI67,TGFA,CDT1,CDCA2,TTK,RANBP1,NAA50,TACC3,GEN1,UBE2S,TRIP13,NPM2,NCAPD3,KIF18A,MAD2L2,KIFC1,PLK1,NUP62,TPX2,KIF11,ANLN,NCAPH2,EML4,ZW10,UBE2C,VPS4A,KIF2C,PRC1,CDCA5,DRG1,CENPF,PDXP,PTTG3P,PSRC1,NCAPG,NCAPG2,CEP55,KIF4A,CHMP1A,BUB1B,NCAPH,NUSAP1,CHEK2
GOCC_CILIARY_PLASM	-0.5790189522111117	-5.324157970353269	1.0142174011740224e-07	0.0014884722972622333	9.930540647361911e-05	85	WDR35,SPATA7,BBS5,GLI3,MAK,DNAH5,LCA5L,DNAH7,DNAH6,DYNC2LI1,DNALI1,CCDC65,SPAG17,DCDC2,ATG16L1,TRAF3IP1,DNAI1,DNAL1,RSPH4A,TTC30A,IFT172,DYNC2H1,DNAH9,GLI1,CCDC39,CCDC96,PRKAR1A,BBS1,TTC30B,TTLL3,EFHC1,CCDC40,LCA5,SPATA4,RP1,SPEF1,IFT140,CCDC103
GOBP_ORGANELLE_FISSION	0.35409815709935266	5.298349405003876	1.1685419543105979e-07	0.0017147657748635137	0.00010316235809813262	404	MEI1,CCNB1,ACTR2,DLGAP5,NDC80,MAD2L1,CDC20,MASTL,RCC1,SPHK1,BUB1,AURKB,VPS35,CALR,RAD51AP1,KIF18B,SPAG5,CHEK1,DSCC1,CYP26B1,RAD21,SYCP2L,KIF4B,CCNE1,NAA10,RAD51,PINX1,PTTG1,ASPM,FANCA,SMC1B,TOP2A,FIGNL1,STAG3,NCAPD2,KIF14,MSH5,OPA1,CORO1C,DSN1,PGAM5,NUF2,CDCA8,KATNB1,EHMT2,ZWILCH,KIF25,CENPE,RACGAP1,IL1A,SPAST,CDC6,DMRT1,AURKA,BAZ1B,MYBL2,MTBP,MTFR1,CCNA1,HORMAD1,CLASP1,RAN,SMC4,KIF23,ACTR3,COX10,KIF15,FLNA,BRCA2,PKMYT1,FBXO5,BRIP1,CHFR,MKI67,TGFA,SIRT7,CDT1,RPL24,CDCA2,TTK,RANBP1,ESPL1,PSMG2,NAA50,MND1,TACC3,REEP4,CKS2,GEN1,UBE2S,NPM2,TRIP13,NCAPD3,CCNB2,KIF18A,MAD2L2,KIFC1,CDC25B,PLK1,NUP62,TPX2,FANCD2,KIF11,ANLN,TNF,NCAPH2,EML4,CCNE2,ZW10,UBE2C,VPS4A,EME1,KIF2C,PRC1,CDCA5,INCENP,PTTG2,DRG1,TEX11,CENPF,PDXP,HFM1,RAD54L,PTTG3P,PSRC1,NCAPG,NCAPG2,NEK2,RAD54B,CEP55,KIF4A,KLHDC3,CCNB1IP1,CHMP1A,BUB1B,NCAPH,DNM1L,NUSAP1,CHEK2,GPR3,SEH1L,SYCE1L,LSM14A
GOBP_CILIUM_ORGANIZATION	-0.3943152147117409	-5.294398165736808	1.1940900712659186e-07	0.001752223253574825	0.00010316235809813262	303	EHD2,WDR35,CC2D2B,TCTN1,RABEP2,TEKT3,LCA5L,DNAH7,DYNC2LI1,IFT122,KIF27,ARMC9,TBC1D14,NEK1,TBC1D9B,KIF3B,SPATA6,SNAP29,TEKT4,TAPT1,RSPH4A,IFT172,IFT46,IFT88,TCTN3,KIF3A,PTPDC1,ATP6V1D,RP1,ARL3,CCDC66,RSPH1,KIAA0586,AVIL,BBS10,LRRC49,BBS5,CCNO,ADAMTS16,CCDC57,UBXN10,CEP290,RABL2B,FAM161B,TBC1D17,TBC1D15,TRAF3IP1,BBS12,B9D1,DNAI1,PCM1,CDC14A,RPGRIP1,TMEM67,DYNC2H1,FAM149B1,RAB3IP,RAB17,LRGUK,TTLL3,SPAG1,NME5,WDR90,BBS4,BBS9,DNAH1,IFT81,ATXN10,TTC21A,TTC26,CLUAP1,STK36,TMEM80,IFT74,PTPN23,RFX2,SPAG17,DCDC2,ODF2,TBC1D16,DNAL1,FUZ,DCTN1,TTC8,TBC1D2,ABLIM3,SPEF2,CCDC96,SLC9A3R1,RPGR,TEKT5,BBS1,WDR19,TTC12,TTC30B,ZMYND10,RILPL2,HTT,IFT27,TXNDC15,INTU,LCA5,CCDC40,TTC39C,SPEF1,IQUB,IFT140,CCDC103,EVI5,CEP120,TBC1D20,TBC1D5,MAK,DNAH5,POC1B,UBE2B,CCDC65,TEKT2,TTBK2,EHD3,CCDC13,TTC36,CELSR2,TTC30A,TCTN2,CCDC39,TBC1D13,GBF1,CSNK1D,B9D2,TBC1D19,FOXJ1
HP_PRENATAL_MATERNAL_ABNORMALITY	-0.48397842448972683	-5.243034233524391	1.579572179721822e-07	0.002317228913948033	0.00012888431446430224	119	GJA1,CCNO,LRRC56,KCNJ11,STK36,ABCB4,DNAH5,PRKG1,DISP1,CDON,CD46,MAT2A,SLC25A20,CCDC65,SMAD3,FDXR,HBA1,NEK10,DNAI1,ATP8B1,MED13L,DNAL1,FUZ,ABCC8,RSPH4A,CORIN,HNF1A,DNAH9,TGFB3,CPT1A,PAH,SPEF2,CCDC39,RPGR,ARNT2,RSPH3,SERPINC1,TTC12,ZMYND10,SPAG1,CCDC40,MTHFR,GAS2L2,CCDC103,RSPH1,FOXJ1
HP_ROD_CONE_DYSTROPHY	-0.43158355101369533	-5.199616784823348	1.9969982179013357e-07	0.0029286945577652324	0.0001508044483234272	180	BBS10,BBS5,CCNO,PEX7,LRRC56,MAK,STK36,NR2E3,DNAH5,CEP290,PEX19,CCDC65,CLDN19,MYO6,FDXR,TRAF3IP1,BBS12,PDE6B,DNAI1,NEK10,LZTFL1,KIF3B,DNAL1,USH2A,RSPH4A,IFT172,TTC8,TMEM67,REEP6,DNAH9,SPEF2,CCDC39,EYS,RPGR,CLN3,ATXN2,BBS1,WDR19,GATA3,TTC12,FSCN2,ZMYND10,ASPA,SPAG1,CCDC40,BBS4,RP1,ARL3,IFT140,PEX12,NPHP1,GAS2L2,CCDC103,RSPH1,FOXJ1
GOCC_MOTILE_CILIUM	-0.46758954020458754	-5.194421202081877	2.0535772904395344e-07	0.0030115454482411153	0.0001508044483234272	141	EFCAB2,GSTM3,CCDC103,IQCD,MAK,DNAH5,DYNC2LI1,STARD10,TSSK4,ATP1A4,DNALI1,TTLL9,CCDC65,SPAG17,TEKT2,DNAI1,CATSPERG,SPATA6,TEKT4,SLC26A3,RSPH4A,CUL3,DYNC2H1,KIF9,DNAH9,SPEF2,SPA17,CCDC39,PRKAR1A,SLC9A3R1,RPGR,CATSPER3,IFT46,IFT88,WDR19,TSGA10,SCNN1A,ROPN1L,TTLL3,NME5,INTU,BBS4,SPEF1,IQUB,ABHD2,AK7,NPHP1,SORD,IFT81,RSPH1
GOBP_DNA_DEPENDENT_DNA_REPLICATION	0.4580533118082124	5.111154547666452	3.201959004606181e-07	0.004691677478445566	0.0002239389138126237	132	TERF2,MCM10,GINS2,CCNE2,TIPIN,GINS1,POLD3,WIZ,DNA2,DDX11,GMNN,RFC3,EME1,GINS3,CDC6,POLD2,E2F8,STOML2,MCM3,GEN1,CDC34,POLD1,CDC45,MCM7,CDC7,FEN1,CDK2,RFC2,TOPBP1,DDX21,HMGA1,MCM2,TRAIP,MCM5,RPA4,RECQL4,BAZ1A,RFWD3,OOEP,E2F7,DSCC1,SSBP1,POLQ,ATAD5,CCNE1,RAD51,POLA2,CDK2AP1,POLE2,BRCA2,PRIM2,FBXO5,RPA1,SLFN11,POLE3,MCM4,SIRT7,WRNIP1,AICDA,CDT1,WDHD1,DONSON,DBF4,BLM,PCNA,RFC4,MCM6,GINS4
GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	0.34020663771915116	5.041468664430333	4.619725126886465e-07	0.006762025774745495	0.000303702362245533	377	CCNB1,PRKDC,RBL1,DLGAP5,NDC80,MAD2L1,SASS6,RDX,MASTL,ANXA1,RCC1,BCAT1,BUB1,AURKB,RCC2,RFWD3,CDK4,CHEK1,CASP2,CCNE1,EIF4G1,GFI1,CDKN3,PINX1,NASP,E2F3,NAE1,DBF4,KIF14,SKP2,ZWILCH,PML,CENPE,CCNJ,E2F4,SPAST,CDC6,CDC25A,AURKA,CDC34,TERT,CDC7,MYC,CPSF3,CKS1B,EGFR,MTBP,CCNA1,UBD,CLSPN,PKMYT1,TPD52L1,RINT1,RRM2,BRD7,CDK18,FBXO5,CHFR,AVEN,SIRT7,CDT1,EZH2,ID4,E2F1,HINFP,CCNJL,STIL,TTK,ESPL1,USH1C,CUL1,PSMG2,ADAM17,IQGAP3,TACC3,CCNF,BRD4,KLF11,CCNA2,CKS2,CCNY,GEN1,UBE2S,NPM2,TRIP13,TOPBP1,CCNB2,CDK1,MAD2L2,BID,PIM2,CDC25B,E2F7,CENPJ,PLK1,CCL2,ATAD5,PRMT2,ANLN,BLM,CDKN2C,TFAP4,CCND3,ZW10,GTSE1,UBE2C,VPS4A,CDCA5,CDK16,FOXM1,MELK,CENPF,CDK6,ITGB1,APP,CDKN2A,TFDP1,EIF4EBP1,CIT,BUB1B,MIIP,DONSON,CUL2,CHEK2,UBE2E2
GOCC_CONDENSED_CHROMOSOME_CENTROMERIC_REGION	0.45436425012154913	5.035903083019626	4.7560116644973505e-07	0.006960816495302002	0.000303702362245533	130	SPC24,HJURP,CCNB1,DYNC1LI2,ZW10,SKA3,ZWILCH,CKAP5,CENPO,CENPT,CENPE,SKA1,NDC80,MAD2L1,KIF2C,INCENP,CENPW,CENPN,CENPF,HSF1,ERCC6L,SEC13,BUB1,NCAPD3,AURKB,RANGAP1,KIF18A,NCAPG,NEK2,MTBP,CENPV,CENPM,SPAG5,BIRC5,CENPI,NUP85,CFDP1,PLK1,SYCP2L,PHF6,PINX1,SUMO3,CHMP1A,BUB1B,CDT1,CENPA,NUP160,NCAPD2,SEH1L,TTK,DSN1,CEBPB,NUF2
