Term	es	nes	pval	sidak	fdr	geneset_size	leading_edge
GOMF_INHIBIN_BINDING	-0.6411876097147743	-1.5697873445980939	0.11646459276427978	1.0	0.49459595043322285	6	ACVR1B
GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	0.616499143937242	1.56919291681716	0.11660299417882047	1.0	0.495040672570856	7	FOXP3,CX3CL1
GOBP_RESPONSE_TO_OLEIC_ACID	0.6748426569101496	1.568786705926506	0.11669764708703378	1.0	0.49508035748411783	5	DGAT2
HP_ABNORMALITY_OF_THE_GLENOID_FOSSA	-0.6718321346432709	-1.5687646846873786	0.11670278007253354	1.0	0.49508035748411783	5	LMX1B
GOCC_LATE_ENDOSOME_LUMEN	0.6442063104108624	1.568658839068199	0.1167274543662582	1.0	0.49508035748411783	6	IL12A
GOCC_NUCLEAR_EXOSOME_RNASE_COMPLEX	0.5184488693977614	1.5684614753736383	0.11677347391865434	1.0	0.49508035748411783	12	EXOSC3,EXOSC5,EXOSC7,EXOSC6,EXOSC9,EXOSC8,EXOSC4
HP_ABNORMALITY_OF_ENDOCRINE_PANCREAS_PHYSIOLOGY	-0.4253042161463713	-1.5684302364482914	0.11678075924598152	1.0	0.49508035748411783	22	FAH,ABCC8,KCNJ11
GOBP_NEGATIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION	-0.4863263814072436	-1.5678099348123435	0.11692549565779942	1.0	0.4955510193709158	14	XBP1,CEACAM5
GOBP_POSITIVE_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION	0.6161751390018451	1.56752520291219	0.11699197996151023	1.0	0.4956898591739053	7	CTSC,STAP1,CCL3
GOMF_ATPASE_COUPLED_INTRAMEMBRANE_LIPID_TRANSPORTER_ACTIVITY	-0.3960258800070792	-1.5671640288701667	0.11707635604882505	1.0	0.4959044038056572	27	ATP8B1,ATP8B3,TMEM30B,ABCG1,ABCA3,ABCA12,ATP8B2,ABCA2,ABCB4
GOBP_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE	0.4490917922782623	1.5669137088480465	0.11713486287479213	1.0	0.49600928105263464	19	SELE,MDK,S100A8,TNF,S100A9,SLAMF1,SLAMF8,CX3CL1,FUT7,LBP
GOBP_PURINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	0.6743438444578119	1.5664690214493664	0.11723885542905577	1.0	0.4963066523894763	5	XDH,PNP,ADA
GOBP_GLUTAMATE_BIOSYNTHETIC_PROCESS	-0.6712277543188121	-1.565971024271823	0.11735540078187023	1.0	0.49648917437387113	5	GLUD2,GLS2,GLUD1
HP_DUPLICATED_COLLECTING_SYSTEM	0.4552511331875476	1.5659177800826605	0.11736786679992939	1.0	0.49648917437387113	18	PIGA,FANCE,LAMC2,FANCA,LAMB3
GOBP_BRANCHIOMOTOR_NEURON_AXON_GUIDANCE	-0.6403787395159339	-1.5658518288087553	0.11738330935836183	1.0	0.49648917437387113	6	SEMA3F
GOBP_PULMONARY_ARTERY_MORPHOGENESIS	-0.6122969673561374	-1.565484540011708	0.11746933958226169	1.0	0.4967024773383384	7	SEC24B,BMP4,LRP2,CITED2
GOBP_PHAGOSOME_MATURATION	-0.41415696642881955	-1.5653480272405904	0.11750132764358434	1.0	0.4967024773383384	24	CLN3,TMEM175,SPG11,ARL8B,RAB31,MREG,RAB14
GOMF_O_METHYLTRANSFERASE_ACTIVITY	-0.46810541477044015	-1.564807261590886	0.11762810857577355	1.0	0.49701325451222744	16	MRM1,LRTOMT,PCMTD2,PCMTD1,BCDIN3D,ASMTL
HP_APLASIA_HYPOPLASIA_OF_THE_NASAL_SEPTUM	0.6739386756677719	1.5645862127307524	0.11767996373716261	1.0	0.49701325451222744	5	SIX3
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_BINDING	0.5352789936789454	1.5644925333832163	0.11770194509399512	1.0	0.49701325451222744	11	PTPRF,RGMA,ADAM15,B2M,IL10
GOBP_INTESTINAL_LIPID_ABSORPTION	-0.4680400936191032	-1.5643406995917069	0.11773757892228054	1.0	0.49701325451222744	16	UGCG,NPC1L1,LIMA1
GOBP_ENDOCRINE_PANCREAS_DEVELOPMENT	0.3663658886041829	1.5643136797335693	0.11774392109209253	1.0	0.49701325451222744	36	ANXA1,RHEB,IL6,BAK1,ONECUT2,SOX9,CDK6,BMP6,SMO,GATA6
GOBP_MEMBRANE_TO_MEMBRANE_DOCKING	0.673753924776753	1.563727611828572	0.11788155041970882	1.0	0.49712206113039176	5	ICAM1,MSN
GOMF_AMIDE_BINDING	0.22092857705512034	1.5635377256470164	0.11792616942680789	1.0	0.49712206113039176	349	NMUR1,FOLR1,HLA-DQB1,PFDN2,PFDN4,LILRB3,CD209,MMACHC,CD1B,NOLC1,FPR2,CD14,TMEM158,CD300LF,HCRTR1,RPS6KB2,CRHR1,FOLH1,LBP,GPR37,HLA-DRB5,HLA-H,TYMS,ACOT7,HLA-DRB1,SCARB1,SOAT1,PLTP,OPRK1,HLA-G,CRYAB,HLA-A,GRIN2B,HLA-DRA,LILRB1,MCCC1,HCRTR2,PPIH,COL25A1,HLA-DQA1,AP2M1,MARCO,PPIL1,DBI,KIR3DL1,FKBP1A,IPO5,PPIA,ACAD9,FZD5,NPFFR1,PICALM,PPIE,ITGB2,LRP8,PRNP,HLA-B,EPHB2,CD1E,PHB2,FOLR3,CALR,CLTA,FKBP5,PPIAL4C,GPR150,LAPTM4B,SRD5A1,POM121L2,ITM2C,TAPBP,LILRB2,PPP3R1,KDELR3,FCGR2B,P2RX1,ACHE,CD1A,FTCD,APBA1,MAP1LC3B,SSTR3,CD74,KPNA3,RTN4R,PGRMC1,CCKBR,NUP153,TOMM40L,KPNA2,KPNA4,TLR2,PPIAL4G,HLA-F,PPIF,CHRNA7,CD1D,CD1C,SEC61A1,DLGAP3,TGFB2,SLC7A5,CLTB,TAP1,TLR1,ACBD7,ACOT11,PNPLA3,TLR6,CACNA1A,APBA2,PLA2G4A,HLA-E,TAP2,PPIB,ACADL,NPR3,PITPNA,C1QA
GOBP_BRANCHING_INVOLVED_IN_PROSTATE_GLAND_MORPHOGENESIS	-0.5312109012689282	-1.5635319047013407	0.1179275374281814	1.0	0.49712206113039176	11	ESR1,FEM1B,BMP4,FRS2
GOMF_IRON_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.5545284541544863	1.563504025836993	0.11793408951295592	1.0	0.49712206113039176	10	SLC25A37,SLC39A8,SLC39A14,TTYH1,SLC11A1
GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	0.4702351249454584	1.5634219017412825	0.1179533919603104	1.0	0.49712206113039176	16	CDC20,UBE2C,PLK1
GOBP_NEGATIVE_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	0.6431011824516681	1.5632492821526291	0.11799397254840183	1.0	0.49712206113039176	6	NCK2
GOBP_ER_OVERLOAD_RESPONSE	-0.5311221152095366	-1.5629974673682838	0.11805319052433516	1.0	0.49712206113039176	11	PPP1R15B,TMCO1,EIF2AK3,CCDC47,BCL2L11,WFS1
GOBP_T_CELL_EXTRAVASATION	0.49942740720814227	1.5629120519161166	0.11807328252744398	1.0	0.49712206113039176	13	CCL2,ICAM1,CCR2,IL27RA
GOBP_EXOCYTOSIS	-0.2304601723846751	-1.562908578754012	0.11807409956498827	1.0	0.49712206113039176	326	CHRNA6,LIN7A,ARFGEF1,GATA1,CHMP2A,RAB33B,SYT9,CLASP2,RAPGEF4,ADCY1,RAB3D,RAB27B,PPP3CB,TSG101,GATA2,PREPL,SNX19,RAB26,RAB3A,SRCIN1,SMPD3,VPS18,CPLX1,SNAP29,MIA3,PIK3C2A,BAIAP3,ARFGEF2,GRIK5,SDC4,STXBP2,TMED10,SNAP23,DOC2A,SYTL1,TMEM167A,RAB11FIP1,CADPS2,EXOC6,CACNA1H,EXOC2,RAB21,SYT13,SLC4A8,NSF,RAB3IP,RPH3AL,RAB11A,PCLO,SYT17,RABEPK,PRRT2,RAB31,STEAP2,NAPA,RIMS4,SYTL2,PDCD6IP,SCAMP1,PDPK1,SYP,ARL8B,VAMP2,ABCA12,ADRA2A,SYT1,SYTL4,SYTL5,RIMS1,PSEN1
HP_GENERALIZED_OSTEOPOROSIS	0.4993042575552168	1.5620994443788625	0.11826456377389682	1.0	0.49778137409757606	13	CHST3,LMNA,CBS
HP_IMPAIRED_DISTAL_PROPRIOCEPTION	0.6427910057952262	1.5617306776394742	0.11835144861950275	1.0	0.4979512565982578	6	CYP7B1
GOBP_NEURAL_TUBE_FORMATION	0.28797333495976163	1.5616405857128637	0.11837268271562884	1.0	0.4979512565982578	101	FOLR1,HIF1A,VASP,ST14,PFN1,RGMA,DVL3,PTK7,SOX11,KDM2B,STIL,RPS7,SFRP1,SKI,GRHL3,MTHFD1L,VANGL2,TGFB2,TEAD2,ADM,PRICKLE1,PTCH1,TULP3,LMO4
GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_GROWTH	-0.6114528657765589	-1.56116772276172	0.11848418251560311	1.0	0.49816913661288803	7	IGF2,MSTN,RPS6KB1,TLL2
GOMF_PHOSPHATIDYLINOSITOL_BINDING	-0.2461798549339082	-1.5611334617730712	0.1184922643624069	1.0	0.49816913661288803	251	TOM1L1,MAPT,KCNH1,TOM1L2,FRMPD2,BCAS3,CEACAM5,SYT9,SAP30L,PLEKHF2,SNX9,ATG2B,STAM2,SNX19,SNX1,HIP1,SNX14,NISCH,APPL2,ANXA9,KIF16B,PIK3C2A,ZFYVE1,C2CD2L,ZFYVE16,SNX25,TWF1,ZFYVE19,SLC9A1,ARHGAP32,MCF2L,OSBPL5,TPCN1,SYTL2,BBS5,ARFIP2,ARFIP1,WDFY3,NUMA1,PHF12,MREG,SYT1,GBF1,ITPR1,FCHO2,IQGAP2,ZFYVE28
GOCC_RECYCLING_ENDOSOME_MEMBRANE	0.29336133002895165	1.5607360372412202	0.118586044686523	1.0	0.49819421171858735	89	OPTN,SLC9A6,NDRG1,HLA-F,ATP11B,ACAP1,MCOLN2,CLCN4,MICALL1,RAB12,RAP2B,HLA-B,ATP11C,ATG9A,HLA-H,FZD7,RAP2A,HLA-A,HLA-E
HP_ORAL_CAVITY_BLEEDING	-0.46035998928259164	-1.5605021614334795	0.11864125958972194	1.0	0.49819421171858735	17	BCOR,NUMA1,ZBTB16,PRKAR1A,RARA
HP_HYPOPHOSPHATEMIC_RICKETS	-0.47406601497027073	-1.5604798303717846	0.11864653270427028	1.0	0.49819421171858735	15	FAH,SLC34A3,ENPP1,ABCC6,GATM
GOMF_RECEPTOR_ANTAGONIST_ACTIVITY	0.4881399045407527	1.5603297469827275	0.11868197720676021	1.0	0.49819421171858735	14	IL18BP,DKK1,ESR2,CCL5
GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	0.30486812946756137	1.5601663178794958	0.1187205829465452	1.0	0.49819421171858735	75	PELI1,FAF1,SETD6,CDKN2A,TRAF3,RWDD3,NLRC5,TLR9,PRMT2,NWD1,CD200,CYP1B1,SPI1,NLRP3,HAVCR2,PKHD1,IRAK2,AIM2,FOXP3,DAP,IRAK1,PTGIS,IRAK3,ARRB2,DAB2IP,GFI1,TRAIP,TNFAIP3,CYLD,NLRC3,CMKLR1,NFKBIB,IL10,ANXA4
HP_EXODEVIATION	-0.29504706361978883	-1.560040727018416	0.11875025710665721	1.0	0.49819421171858735	85	SNRPN,MADD,TMEM67,ACADSB,ATRX,HNRNPH2,LCA5,AFF4,RERE,FBXW11,SMAD3,BCOR,SPATA7,P4HTM,LYRM7,ATP1A2,UBE3A,SALL2,FGF10,DNMBP,FGFR3,SLC25A46
GOBP_SPERMINE_METABOLIC_PROCESS	0.6729430690984719	1.559958782706822	0.118769621750477	1.0	0.49819421171858735	5	AMD1
GOBP_PURINE_RIBONUCLEOSIDE_METABOLIC_PROCESS	0.45442088932365177	1.5596370171043183	0.11884568363258197	1.0	0.49819421171858735	18	NT5C2,PNP,PRTFDC1,ADA,AMD1,DGUOK
GOBP_REGULATION_OF_INTEGRIN_ACTIVATION	0.46970530747928374	1.5596125401166319	0.118851471288274	1.0	0.49819421171858735	16	KIF14,CXCL13,FERMT1,PTGER4,PLEK,FBLIM1
GOBP_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	0.2766627315406873	1.559429504711348	0.11889475755180845	1.0	0.49819421171858735	115	CCL19,EDN3,HTR2A,DIRAS1,ROBO1,DKK1,PDCD10,FZD8,DVL3,MAP3K5,EDN1,TNFRSF11A,FZD5,TLR9,AGER,DIRAS2,KIT,PIK3R6,DVL2,MAGED1,TNF,SYK,TNFSF11,RPS3,VEGFA,FGF2,PIK3CG,CD24,TRAF2,IL1B,MAP3K4,GH1,MAP4K2,TGFA,MAP3K11,ERN2,ADAM8,CD40,NTRK3,IRAK1,DAB2IP,EGFR,P2RX7,TLR6,IL34,PTPRC,MAP3K7,MAP2K6,TPD52L1,CSK,EZH2,RASGRP1,PIK3R5,FGD2,SRC,S100A12,EPHA4,PTK2B
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_SPINDLE_ASSEMBLY_CHECKPOINT	0.4696795947188551	1.5594276506291749	0.11889519608915222	1.0	0.49819421171858735	16	MAD1L1,TPR,CDT1,MAD2L1,PCID2,PRAP1,NDC80,CCNB1,GEN1,USP44
HP_INTERSTITIAL_CARDIAC_FIBROSIS	0.672819919478473	1.5593863159923753	0.11890497310578341	1.0	0.49819421171858735	5	TNNT2
GOBP_MEIOTIC_SPINDLE_ORGANIZATION	0.49883040060312456	1.5589723758440215	0.11900291848177069	1.0	0.49829006682365473	13	ASPM,CCNB2,NDC80,AURKA
HP_HAND_APRAXIA	0.6145027684532667	1.5589146841523025	0.11901657435025381	1.0	0.49829006682365473	7	
GOBP_HISTONE_H3_K27_TRIMETHYLATION	0.6727066675590005	1.5588598426038658	0.11902955671641391	1.0	0.49829006682365473	5	BEND3
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT	-0.4188141836490944	-1.5579250280782713	0.11925102144753685	1.0	0.4988246337411601	23	CHMP2A,VPS25,CHMP4B,CHMP4A,TMEM50B,PTPN23,BECN1,CHMP5,PIK3R4
GOMF_OPSONIN_BINDING	0.4762320309993119	1.5577604732503616	0.11929003914975356	1.0	0.4988246337411601	15	VSIG4,CR1,CRP,C1QBP,PTX3,CLEC7A,ITGB2,CALR
GOMF_OLIGOSACCHARIDE_BINDING	0.5736641055783845	1.557707587392681	0.11930258107378955	1.0	0.4988246337411601	9	SELE,LGALS9,ITLN1,COLEC11
GOBP_REGULATION_OF_ANTIMICROBIAL_HUMORAL_RESPONSE	0.6142653904560423	1.5576921596133086	0.11930623997885048	1.0	0.4988246337411601	7	KLK7,KLK5,GATA6
GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	-0.5697506104207595	-1.5575067608441664	0.11935021666460766	1.0	0.4988246337411601	9	CACNA1D,KCNJ3
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	0.5931447139339384	1.5574185635239104	0.11937114157336226	1.0	0.4988246337411601	8	PTGER4,BCR,IL27RA,CCL25
HP_GLYCOSURIA	-0.3882985992577484	-1.5573187757080813	0.11939481980551103	1.0	0.4988246337411601	28	ATP7B,ETFDH,KCNJ11,ABCC8,SURF1
GOCC_SPERM_PRINCIPAL_PIECE	-0.47354841670646025	-1.5568696235407185	0.11950144280240993	1.0	0.4991282200368915	15	EFCAB2,IFT172,IFT27,PFKM,SPA17,SCNN1A,CATSPERG,IFT81
HP_SUBMUCOUS_CLEFT_OF_SOFT_AND_HARD_PALATE	0.3372712519919073	1.5565164013151023	0.11958534564389867	1.0	0.49933676428239276	53	GMNN,CDT1,PSAT1,NSUN2,SOX6,LMNA,SMCHD1,CDC45,PTDSS1,HS2ST1,SIX3,PHGDH,PPP2R5D
HP_POSTTERM_PREGNANCY	0.6721521010458824	1.5562816043017147	0.11964114381487856	1.0	0.4994278704320037	5	OCA2
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	0.44768562380923244	1.556024250762917	0.11970232584134788	1.0	0.4994787095363083	19	HOMER3,RCAN1,SLA2,MAPK7,TBC1D10C,PLEK,PRNP
HP_SYNDACTYLY	0.22235819491710548	1.5559417967634808	0.11972193325256208	1.0	0.4994787095363083	345	TMEM216,ARHGAP31,ACSL4,CSGALNACT1,NOTCH1,NSUN2,CDC45,CLCN4,ADAMTS3,VAC14,XRCC2,EN1,FERMT1,PTCHD1,FANCC,DLL3,SLC2A1,CDH3,CKAP2L,BRD4,PIGY,GDF5,FANCE,SMOC1,MEIS2,AP2M1,MKRN3,DLX5,CHRNG,CRIPT,MCTP2,ZNF711,EED,FANCA,RAB23,RAD51,PHGDH,DDX11,SATB1,RIPK4,DLX6,DHCR7,FLNA,MIR17HG,UPF3B,BMS1,SCN1A,PTDSS1,RPS6KA3,NAA10,PUF60,FANCB,NXN,KCNJ2,EZH2,ANKRD11,SHMT2,FANCL,DVL3,DMD,SMO,CD96,WNT10B,FANCG,PAK3,RFWD3,GJB6,BLM,FGF9,EFNB1,CNKSR2,CCDC28B,LMNA,BMP2,MAD2L2,UBE2T,CEP55,FTSJ1,MYCN
GOBP_GROWTH_HORMONE_SECRETION	0.5164468041361374	1.5558016278078508	0.1197552709488332	1.0	0.4994787095363083	12	ADCYAP1,CDK16,GHRHR,DRD2,RAB1A,CHD7,GHRL
GOBP_TETRAHYDROBIOPTERIN_METABOLIC_PROCESS	-0.5890895231701117	-1.5556178162443164	0.11979899959479523	1.0	0.4995193463955462	8	PCBD2,QDPR,SPR
GOMF_THIOLESTER_HYDROLASE_ACTIVITY	-0.3627147171251183	-1.5553846927583397	0.11985447750183287	1.0	0.4996089365632273	38	ACOT1,ABCD3,MBLAC2,ACOT4,ACOT6,FASN,ACOT2,PTPRT,UFSP2,HAGH
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_WOUND_HEALING	0.6137359455089354	1.554965155580014	0.11995436817131244	1.0	0.49980847149111574	7	CLDN1,FZD7,MMP12
HP_CHOROIDAL_NEOVASCULARIZATION	-0.45189763758365387	-1.5548980341312877	0.11997035565523584	1.0	0.49980847149111574	18	XYLT2,TIMP3,ABCC6,ENPP1
GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY	0.3654517667252797	1.5545869553334999	0.1200444724969294	1.0	0.49986977948542594	36	UBE2Q1,UBE2J1,UBE2E3,UBE2E2,UBE2C,UBE2T,UBE2S,UBE2D1
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	-0.24343585928930786	-1.5543236849825224	0.12010722662958684	1.0	0.49986977948542594	186	CHRNA6,CLCN3,SLC18A2,SYT9,RAPGEF4,ADCY1,GAK,RAB27B,PPP3CB,PREPL,NOSTRIN,RAB3A,VPS18,CPLX1,AP3B1,SNAP29,VAMP4,GRIK5,SNAP23,AMPH,DGKQ,BTBD9,DOC2A,SYNJ2,CADPS2,KIAA1109,SLC4A8,PCLO,PRRT2,BSN,NAPA,RIMS4,STON2,SYP,VAMP2,ADRA2A,SYT1,FCHO2,GRIPAP1,RIMS1,PSEN1
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS	-0.35740544491846604	-1.5542832333710415	0.12011687110743052	1.0	0.49986977948542594	42	STX1B,IQSEC2,CTNND1,NUMB,DAG1,PORCN,DLG3,GPC4,GPHN,CPLX1,CACNG4,GSG1L,EPS8,RAB11A,ADAM10,DLG4,GRIPAP1,SHISA6
HP_IRON_DEFICIENCY_ANEMIA	0.3882413152276536	1.554265458977433	0.12012110907215434	1.0	0.49986977948542594	28	FASLG,HLA-DQA1,HLA-DQB1,FAS,PLA2G4A,WAS,CASP10,FOXP3,GALNT2,MMP1
GOBP_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE	0.6134917351479826	1.5537071657320887	0.12025428303832975	1.0	0.5000152459158667	7	RPS19,NCF1,SLAMF8
GOCC_LSM2_8_COMPLEX	0.6411493535825248	1.553691074286908	0.12025812316727369	1.0	0.5000152459158667	6	LSM2,LSM6
GOCC_U6_SNRNP	0.6411493535825248	1.553691074286908	0.12025812316727369	1.0	0.5000152459158667	6	LSM2,LSM6
GOBP_NUCLEOSOME_ASSEMBLY	0.35866643517697755	1.5534057749999732	0.12032622411005733	1.0	0.5001021258852187	42	HJURP,OIP5,DNAJC9,CHAF1B,MCM2,TSPYL5,ASF1A,SOX9,CHRAC1,NASP,CENPW,ANP32B
HP_SCHISTOCYTOSIS	0.5923750295135449	1.5532862454390823	0.12035476479030627	1.0	0.5001021258852187	8	KCNN4
HP_COLPOCEPHALY	0.4535623613753729	1.5531406613371601	0.12038953380377038	1.0	0.5001021258852187	18	ANKRD11,NCAPG2,TUBA8,HCCS,KDM1A,ZNF462
GOBP_MEMBRANE_REPOLARIZATION	-0.35375987893033384	-1.5530146446748674	0.12041963598661165	1.0	0.5001021258852187	44	CASQ2,CACNA1D,ATP1A2,NEDD4L,NOS1AP,SCN4B,KCNE4,GJA1,KCNH6,KCND3,CACNA2D1,SCN1B,KCNN2,AKAP9,ATP1B2,KCNJ3
GOBP_REGULATION_OF_SKELETAL_MUSCLE_CELL_PROLIFERATION	0.5333606900972163	1.552838084621314	0.12046182161347851	1.0	0.5001021258852187	11	ANGPT1,EPHB1,AKIRIN1,CFLAR,PPARD
GOBP_REGULATION_OF_OOCYTE_MATURATION	0.6409569846940532	1.5527487547800494	0.12048316966659134	1.0	0.5001021258852187	6	BNC1,AURKA,NPPC
HP_SHORT_CLAVICLES	-0.3651333968133494	-1.5523496342281629	0.120578587706901	1.0	0.5003568837142944	34	PTEN,SRCAP,B4GALT7,MSX2,ATP7A,DCHS1,FIG4,TBX3,BCOR,IDUA,FBXL3,TRIP11,DYNC2LI1
HP_OSTEOLYSIS	0.30118965920423074	1.5520263115074755	0.12065592806076486	1.0	0.5005365031434157	77	IFIH1,CTSC,FLNA,TNFRSF11A,TRPV3,CBL,SH3PXD2B,KIF1A,MAN2B1,IDH2,GJB6,BUB1B,BUB1,PERP,CEP57,TRIP13,CDKN2C,IRF5,LMNA,CHEK2
HP_ERYSIPELAS	0.5524424062499377	1.5513499065500351	0.12081785295736469	1.0	0.5010668179366101	10	FAM111B,KIF11,TNFRSF1A,MEFV,GJC2,ADAMTS3
GOBP_RESPONSE_TO_LIPOTEICHOIC_ACID	0.5524059151724742	1.5511372254636004	0.12086880190712956	1.0	0.5011367138028181	10	RIPK2,CD14,RELA,LBP,TLR2
GOBP_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY	0.4684991963225472	1.550938335500616	0.12091646232662034	1.0	0.5011929394463243	16	TLR9,UNC93B1,FCRL3,HAVCR2,HMGB1,PIK3AP1,PTPN22,IRAK1,SLC15A4
GOMF_PROTEIN_SERINE_KINASE_ACTIVITY	0.22340482005202314	1.550733075593401	0.12096566460707825	1.0	0.5012555225246226	342	MAP3K14,WNK3,PRKX,TRPM6,MAPK12,DYRK4,RPS6KB2,MAPK4,CAMK1D,PRKCB,IRAK1,KALRN,MELK,LIMK1,STK33,CHEK2,FAM20C,STK17B,SGK1,VRK2,CDKL1,MAP2K3,PRKCA,SPEG,CDC42BPG,CDK16,PLK4,MAP4K4,CDK4,PHKG1,CAMK2D,RIOK3,MARK1,CDC7,MAPK7,BCR,KSR1,STK25,CDK19,DCLK2,PIM2,SRPK1,RIPK2,SRPK3,RPS6KA4,RIPK4,CDK1,PIM1,CHEK1,MYLK4,AURKA,PLK1,MAP3K6,TTK,RPS6KA3,PRKCQ,BUB1B,DAPK1,LATS2,BUB1,CDK6,RPS6KA1,MAP4K1,OBSCN,STK3,PRKY,MAP3K7,MAP3K8,AURKB,PKMYT1,CIT,PBK,CDK18,CSNK2A2,STK24,STK38,MYO3B,EIF2AK2,MAP3K5,MAST1,NEK2,ALPK2,STK40,RIOK1,LIMK2,PAK3,CAMK1G,MASTL,CIITA,CDK8,PRKD3,VRK1,LRRK1
HP_HYPOPLASTIC_DERMOEPIDERMAL_HEMIDESMOSOMES	0.6128096071162433	1.5501928872255757	0.12109522651807714	1.0	0.5014589144434468	7	ITGA6,LAMC2,LAMB3
GOBP_NOREPINEPHRINE_TRANSPORT	0.4328851625186665	1.550035159747667	0.12113307726170408	1.0	0.5014589144434468	21	SLC6A2,ACTB,HRH3,ADRA2B,SLC22A3,SLC29A4,SLC22A2,KCNB1,SLC22A1
GOBP_NEGATIVE_REGULATION_OF_EXOCYTOSIS	0.3777397414078142	1.5499482324227927	0.12115394165303894	1.0	0.5014589144434468	31	ANXA1,SPI1,CEACAM1,NOTCH1,CD300A,HLA-F,CCR2,LGALS9,BCR,NCKAP1L,RAP1A
HP_CHRONIC_INFECTION	-0.4230568496763699	-1.5497490457192313	0.12120176126471294	1.0	0.5014589144434468	22	NUMA1,BCOR,ZBTB16,PRKAR1A,RARA
GOCC_SMOOTH_ENDOPLASMIC_RETICULUM_MEMBRANE	0.6403303027914676	1.5496786081801535	0.12121867504212802	1.0	0.5014589144434468	6	TTYH1,FTCD
GOBP_ESTABLISHMENT_OF_EPITHELIAL_CELL_APICAL_BASAL_POLARITY	0.4609924486397255	1.5496383241660148	0.1212283490499737	1.0	0.5014589144434468	17	SH3BP1,FAT1,MSN,RAP2A
GOCC_SIGNAL_RECOGNITION_PARTICLE	-0.6370264776588631	-1.5495333093312986	0.12125357068526399	1.0	0.5014589144434468	6	SRP54,SRP9,SRP14
GOCC_AXON_HILLOCK	0.6126186426710668	1.5492089293957267	0.12133150362346035	1.0	0.5016400675830155	7	TPX2,AURKA,MAP2
HP_ABNORMAL_ORAL_GLUCOSE_TOLERANCE	-0.5479834745022286	-1.548818844844348	0.12142527410952653	1.0	0.5018865801073736	10	ABCC8,KCNJ11
GOBP_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	0.47490226207666464	1.5484183664207691	0.12152160208261265	1.0	0.5020761073631922	15	RGS10,CHRM3,CHRM1
GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS	0.3040913813574789	1.5482662986965394	0.12155819492415731	1.0	0.5020761073631922	75	B3GNT3,B3GNT4,IL1B,CSGALNACT1,HS3ST1,CHST3,ST3GAL4,CHST2,CHST9,B3GNT7,CHST11,EXT1,GCNT2,ST3GAL6,EXT2,CHST6
GOBP_FORMATE_METABOLIC_PROCESS	0.640006304067049	1.5480911165731541	0.12160036058356272	1.0	0.5020761073631922	6	MTHFD1L,FTCD
GOBP_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	-0.35515646601897843	-1.5479389337758196	0.121636999677178	1.0	0.5020761073631922	43	FKTN,ACER2,RAB1B,ARFGEF1,GATA1,ALG10B,SLC2A10,RAMP1,TMEM59,BCL2,CST3,POMT2,GOLGA2,ABCA2,NECAB3
GOCC_PHAGOLYSOSOME	0.6399354672005964	1.5477440196869985	0.12168393924213805	1.0	0.5020761073631922	6	NCF4,NCF1,NCF2
HP_SOFT_TISSUE_NEOPLASM	-0.608786327156701	-1.547524919739935	0.12173672019736492	1.0	0.5020761073631922	7	STAT6,APC,COL4A5,PDGFRB,COL4A6
HP_PUSTULE	0.4325566133150022	1.5473583654555512	0.12177685493036394	1.0	0.5020761073631922	21	JAK3,IL7,ADAM17,CTSB,TMC8,CTSC,MEFV,PSTPIP1,EGFR
